,Accepted Symbol,Synonym Symbol,Scientific Name,Invasive,C:N Ratio,Growth Rate,"Height at Base Age, Maximum (feet)","Height, Mature (feet)",Leaf Retention,Nitrogen Fixation,Adapted to Coarse Textured Soils,Adapted to Medium Textured Soils,"Frost Free Days, Minimum",Moisture Use,pH (Minimum),pH (Maximum),Precipitation (Minimum),Precipitation (Maximum),"Root Depth, Minimum (inches)",Shade Tolerance,"Temperature, Minimum (°F)",Commercial Availability,Propogated by Seed,Palatable Browse Animal,Sheffields Aval
417,FRPE,,Fraxinus pennsylvanica,N'EAST,High,Rapid,35.0,80.0,No,None,Yes,Yes,120.0,Medium,4.7,8.1,15.0,71.0,40.0,Tolerant,-47.0,Routinely Available,Yes,Medium,True
418,FRPR,,Fraxinus profunda,,High,Rapid,65.0,120.0,No,None,No,Yes,180.0,High,4.5,7.3,36.0,70.0,28.0,Intermediate,-24.0,Routinely Available,Yes,Medium,True
419,FRVE2,,Fraxinus velutina,,High,Moderate,30.0,40.0,No,None,No,No,160.0,Low,5.8,7.5,12.0,20.0,24.0,Intolerant,-13.0,Routinely Available,Yes,Low,True
420,GAAR,,Gaillardia aristata,,Medium,Moderate,,2.0,No,None,Yes,Yes,100.0,Medium,5.5,7.9,16.0,30.0,16.0,Intolerant,-33.0,Routinely Available,Yes,Low,False
421,GAPU,,Gaillardia pulchella,,Medium,Rapid,,2.0,No,None,Yes,Yes,160.0,Medium,7.0,8.5,7.0,18.0,12.0,Intolerant,32.0,Routinely Available,Yes,Medium,False
422,GEAN,,Gentiana andrewsii,,Medium,Moderate,,2.0,No,None,No,Yes,100.0,Medium,5.8,7.2,36.0,60.0,6.0,Intermediate,-38.0,Routinely Available,Yes,Low,False
423,GECA,,Gentiana calycosa,,Medium,Rapid,,0.6,No,None,No,Yes,120.0,Medium,5.6,7.5,25.0,60.0,6.0,Tolerant,7.0,Routinely Available,Yes,Medium,False
424,GECL,,Gentiana clausa,,Medium,Rapid,,1.5,No,None,No,Yes,100.0,Medium,5.8,7.2,36.0,60.0,6.0,Intermediate,-38.0,Routinely Available,Yes,Low,False
425,GEER2,,Geranium erianthum,,Medium,Moderate,,3.0,No,None,No,No,120.0,,4.0,7.5,20.0,276.0,12.0,Intolerant,-20.0,Routinely Available,Yes,Low,False
426,GEVI2,,Geranium viscosissimum,,Medium,Rapid,,3.0,No,None,No,Yes,140.0,Low,7.0,8.0,10.0,19.0,6.0,Tolerant,-13.0,Routinely Available,Yes,Medium,False
427,GELA,,Geum laciniatum,,Medium,Rapid,,3.1,No,None,Yes,Yes,130.0,Medium,5.0,7.0,36.0,55.0,12.0,Intermediate,-23.0,Routinely Available,Yes,,False
428,GEMA4,,Geum macrophyllum,,Medium,Moderate,,2.0,No,None,Yes,Yes,100.0,Medium,5.0,7.0,12.0,55.0,12.0,Tolerant,-33.0,Routinely Available,Yes,,False
429,GERI2,,Geum rivale,,Medium,Moderate,,3.0,No,None,Yes,Yes,95.0,High,4.8,7.0,30.0,55.0,12.0,Intolerant,-33.0,Routinely Available,Yes,,False
430,GLTR,,Gleditsia triacanthos,"N'EAST, NE&GP",Medium,Rapid,35.0,70.0,No,None,No,Yes,150.0,Medium,4.8,8.0,20.0,70.0,48.0,Intolerant,-36.0,Routinely Available,Yes,Medium,True
431,GLSE2,,Gliricidia sepium,,High,Rapid,65.0,65.0,Yes,High,Yes,Yes,365.0,Medium,5.0,7.0,60.0,80.0,60.0,Intolerant,17.0,Routinely Available,No,High,False
432,GLCA,,Glyceria canadensis,,,Moderate,,3.2,No,None,Yes,Yes,100.0,Medium,5.0,8.5,20.0,50.0,16.0,Intolerant,-33.0,Routinely Available,No,,True
433,GLME2,,Glyceria melicaria,,,Moderate,,3.9,No,None,No,Yes,100.0,Medium,4.5,8.0,35.0,50.0,16.0,Intolerant,-33.0,Routinely Available,No,,False
434,GLOB,,Glyceria obtusa,,,Rapid,,3.3,No,None,No,Yes,140.0,High,4.0,7.0,40.0,50.0,4.0,Tolerant,-8.0,Routinely Available,No,Medium,False
435,GLST,,Glyceria striata,,,Moderate,,5.7,No,None,No,Yes,100.0,Medium,4.0,8.0,10.0,60.0,4.0,Tolerant,-35.0,Routinely Available,No,Low,False
436,GLMA4,,Glycine max,SWSS,Low,Rapid,,3.0,No,Medium,Yes,Yes,140.0,Medium,5.5,7.8,16.0,59.0,8.0,Intolerant,-28.0,Routinely Available,Yes,High,False
437,GOLA,,Gordonia lasianthus,,High,Slow,40.0,65.0,Yes,None,Yes,Yes,230.0,High,4.5,6.3,44.0,70.0,20.0,Tolerant,-4.0,Routinely Available,Yes,High,False
438,GOTO,,Gossypium tomentosum,,High,Moderate,6.0,6.0,Yes,None,Yes,Yes,365.0,Medium,6.0,7.0,15.0,35.0,16.0,Intermediate,50.0,Routinely Available,Yes,,False
439,GRRO,,Grevillea robusta,HEAR,High,Rapid,100.0,105.0,Yes,None,Yes,Yes,365.0,Medium,5.3,7.0,30.0,95.0,36.0,Intolerant,17.0,Routinely Available,Yes,,True
440,GUOF,,Guaiacum officinale,,,Slow,45.0,30.0,Yes,None,Yes,Yes,365.0,,6.0,8.0,40.0,60.0,36.0,Intolerant,40.0,Routinely Available,Yes,,False
441,HAVI4,,Hamamelis virginiana,,Medium,Slow,15.0,20.0,No,None,No,Yes,120.0,Medium,4.5,6.2,30.0,60.0,20.0,Intermediate,-28.0,Routinely Available,Yes,Low,True
442,HEHE,,Hedera helix,"Cal-IPC, SEEPPC, STATE, WI",High,Moderate,,5.0,No,None,Yes,Yes,160.0,Medium,5.2,7.8,28.0,65.0,12.0,Tolerant,-23.0,Routinely Available,No,Low,False
443,HEAL,,Hedysarum alpinum,,Medium,Rapid,,2.0,No,Low,Yes,Yes,120.0,Medium,6.0,8.0,28.0,80.0,12.0,Intolerant,-62.0,Routinely Available,Yes,High,False
444,HEBO,,Hedysarum boreale,,Low,Moderate,,2.0,No,Medium,Yes,Yes,120.0,Medium,5.2,8.0,12.0,18.0,16.0,Intolerant,-38.0,Routinely Available,Yes,High,False
445,HEAU,,Helenium autumnale,NE&GP,,Rapid,,4.9,No,None,Yes,Yes,100.0,Medium,4.0,7.5,10.0,60.0,6.0,Intolerant,-43.0,Routinely Available,Yes,Low,True
446,HEFL,,Helenium flexuosum,,,Moderate,,3.2,No,None,Yes,Yes,140.0,Low,4.5,7.5,20.0,60.0,6.0,Intolerant,-28.0,Routinely Available,Yes,Medium,False
447,HEAN2,,Helianthus angustifolius,,,Moderate,,5.6,No,None,Yes,Yes,160.0,Medium,4.0,7.0,25.0,65.0,6.0,Intermediate,-28.0,Routinely Available,Yes,High,False
448,HEAN3,,Helianthus annuus,"NE&GP, STATE, SWSS, WSWS",,Rapid,,9.0,No,None,Yes,Yes,80.0,Medium,5.5,7.8,12.0,60.0,8.0,Intolerant,52.0,Routinely Available,Yes,Medium,True
449,HEGR4,,Helianthus grosseserratus,NE&GP,Medium,Moderate,,5.0,No,None,Yes,Yes,90.0,Medium,5.8,7.3,20.0,40.0,12.0,Intolerant,-43.0,Routinely Available,Yes,High,False
450,HENU,,Helianthus nuttallii,WSWS,Medium,Moderate,,10.0,No,None,No,Yes,120.0,Medium,5.9,7.5,12.0,20.0,14.0,Intolerant,-38.0,Routinely Available,Yes,Medium,False
451,HETU,,Helianthus tuberosus,"N'EAST, NE&GP, SWSS",,Rapid,,9.8,No,None,Yes,Yes,100.0,Low,4.0,7.0,15.0,55.0,6.0,Intermediate,-43.0,Routinely Available,Yes,High,False
452,HEMER,,Hemerocallis,,Medium,Rapid,,3.0,No,None,Yes,Yes,110.0,Medium,4.8,8.0,28.0,60.0,16.0,Intermediate,-23.0,Routinely Available,Yes,Low,False
453,HEMA80,,Heracleum maximum,,Medium,Moderate,,8.0,No,None,Yes,Yes,110.0,High,5.4,7.3,14.0,45.0,12.0,Intolerant,-38.0,Routinely Available,Yes,Medium,False
454,HEAR22,,Hesperocyparis arizonica,,,,,,,,,,,,,,,,,,,,,,False
455,HEAR22,CUAR,Cupressus arizonica,,High,Moderate,25.0,50.0,Yes,None,Yes,Yes,120.0,Low,6.1,7.9,16.0,30.0,12.0,Tolerant,-23.0,Routinely Available,Yes,Low,False
456,HECOC8,,Hesperostipa comata ssp. comata,,High,Moderate,,3.0,No,None,Yes,Yes,130.0,Low,6.6,8.4,5.0,20.0,16.0,Intolerant,-38.0,Routinely Available,Yes,Medium,False
457,HESA3,,Heuchera sanguinea,,Medium,Moderate,,1.5,No,None,Yes,Yes,145.0,Medium,5.2,8.0,12.0,55.0,10.0,Intermediate,-23.0,Routinely Available,Yes,,False
458,HILA2,,Hibiscus laevis,,Medium,Moderate,,8.0,No,None,No,Yes,140.0,High,5.5,7.2,32.0,60.0,12.0,Intermediate,-13.0,Routinely Available,Yes,Low,False
459,HIMO,,Hibiscus moscheutos,,,Rapid,,6.6,No,None,No,Yes,160.0,High,4.0,7.5,35.0,65.0,10.0,Intolerant,-13.0,Routinely Available,Yes,Low,True
460,HIOD,,Hierochloe odorata,,Medium,Moderate,,2.0,No,None,Yes,Yes,130.0,High,5.7,7.4,16.0,50.0,12.0,Intermediate,-38.0,Routinely Available,Yes,Medium,False
461,HIRH80,,Hippophae rhamnoides,,High,Rapid,18.0,18.0,No,Medium,Yes,Yes,100.0,Low,6.5,8.0,26.0,50.0,18.0,Intolerant,-38.0,Routinely Available,Yes,Low,True
462,HOLA,,Holcus lanatus,"Cal-IPC, HEAR, N'EAST, WSWS",,Moderate,,3.3,No,None,Yes,Yes,120.0,Low,4.0,7.0,20.0,65.0,4.0,Intermediate,-23.0,Routinely Available,Yes,Low,False
463,HOBR2,,Hordeum brachyantherum,,Medium,Moderate,,2.0,No,None,Yes,Yes,100.0,Medium,6.0,8.5,20.0,80.0,6.0,Intolerant,-43.0,Routinely Available,Yes,Low,False
464,HOVU,,Hordeum vulgare,SWSS,Medium,Rapid,,2.5,No,None,No,Yes,90.0,Medium,5.0,8.5,12.0,100.0,10.0,Intolerant,-43.0,Routinely Available,Yes,Medium,False
465,HUTO,,Hudsonia tomentosa,,High,Slow,,1.0,No,None,Yes,No,170.0,Low,5.5,6.9,35.0,55.0,26.0,Intolerant,-13.0,Routinely Available,Yes,Low,False
466,HYMA7,,Hydrangea macrophylla,,High,Rapid,4.0,4.0,No,None,Yes,Yes,145.0,Low,4.5,8.0,35.0,55.0,12.0,Tolerant,-13.0,Routinely Available,No,Low,False
467,HYCO,,Hymenaea courbaril,,,Slow,30.0,65.0,Yes,Low,Yes,No,365.0,,5.5,7.5,35.0,90.0,36.0,Tolerant,40.0,Routinely Available,Yes,Low,False
468,HYLI,,Hymenocallis liriosme,,Medium,Rapid,,3.0,No,None,No,Yes,200.0,Medium,5.5,9.0,30.0,60.0,12.0,Intolerant,3.0,Routinely Available,Yes,,False
469,HYOCO,,Hymenocallis occidentalis var. occidentalis,,,,,,,,,,,,,,,,,,,,,,False
470,HYOCO,HYCA9,Hymenocallis caroliniana,,Medium,Moderate,,2.0,No,None,Yes,Yes,175.0,High,5.0,7.0,32.0,55.0,10.0,Intermediate,-3.0,Routinely Available,Yes,,False
471,HYAN2,,Hypericum anagalloides,,Medium,Rapid,,0.8,No,None,No,Yes,65.0,High,6.0,8.0,16.0,45.0,7.0,Intermediate,47.0,Routinely Available,Yes,,False
472,HYCA10,,Hypericum calycinum,,Medium,Rapid,,0.8,No,None,Yes,Yes,130.0,Medium,5.5,7.5,30.0,60.0,12.0,Tolerant,-43.0,Routinely Available,No,Low,True
473,HYDE,,Hypericum densiflorum,,,Slow,,6.6,No,None,Yes,Yes,140.0,Medium,4.0,7.5,35.0,50.0,18.0,Tolerant,7.0,Routinely Available,No,Low,False
474,HYGA,,Hypericum galioides,,Medium,Moderate,2.0,2.5,No,None,No,Yes,220.0,High,4.6,7.2,32.0,55.0,10.0,Intolerant,-3.0,Routinely Available,No,,False
475,HYHI2,,Hypoxis hirsuta,,Medium,Moderate,,0.8,No,None,No,Yes,120.0,Medium,5.2,7.3,18.0,55.0,7.0,Intermediate,-33.0,Routinely Available,Yes,,False
476,ILAM2,,Ilex amelanchier,,,Slow,16.0,16.0,No,None,Yes,Yes,200.0,Medium,3.5,6.5,45.0,60.0,12.0,Tolerant,12.0,Routinely Available,Yes,Medium,False
477,ILCA,,Ilex cassine,,,Moderate,26.0,26.0,Yes,None,Yes,Yes,200.0,High,3.5,6.5,45.0,65.0,12.0,Tolerant,12.0,Routinely Available,Yes,Low,False
478,ILCO,,Ilex coriacea,,High,Moderate,12.0,12.0,Yes,None,No,Yes,200.0,High,5.5,6.7,30.0,70.0,16.0,Tolerant,7.0,Routinely Available,Yes,,False
479,ILCO80,,Ilex cornuta,,High,Moderate,8.0,8.0,Yes,None,Yes,Yes,160.0,Medium,4.5,5.5,26.0,60.0,18.0,Intolerant,-23.0,Routinely Available,Yes,Low,True
480,ILCR2,,Ilex crenata,,High,Slow,4.0,10.0,Yes,None,Yes,Yes,160.0,Medium,4.5,5.5,35.0,55.0,10.0,Tolerant,-13.0,Routinely Available,No,,True
481,ILDE,,Ilex decidua,,,Rapid,33.0,33.0,No,None,Yes,Yes,160.0,Medium,3.5,6.5,30.0,60.0,12.0,Tolerant,-18.0,Routinely Available,Yes,High,True
482,ILGL,,Ilex glabra,,High,Slow,5.0,8.0,Yes,None,Yes,Yes,165.0,High,4.5,7.0,32.0,60.0,16.0,Intolerant,-13.0,Routinely Available,Yes,Low,True
483,ILOP,,Ilex opaca,,High,Slow,20.0,40.0,Yes,None,Yes,Yes,140.0,Medium,4.5,7.0,40.0,80.0,30.0,Tolerant,-20.0,Routinely Available,Yes,Low,True
484,ILVE,,Ilex verticillata,,High,Moderate,6.0,10.0,No,None,No,Yes,140.0,High,4.5,7.5,35.0,60.0,16.0,Intermediate,-28.0,Routinely Available,Yes,Low,True
485,ILVO,,Ilex vomitoria,,High,Slow,20.0,25.0,Yes,None,Yes,Yes,200.0,Low,4.5,7.0,36.0,55.0,20.0,Intermediate,7.0,Routinely Available,Yes,Low,True
486,IMCA,,Impatiens capensis,,,Rapid,,4.9,No,None,Yes,Yes,95.0,Medium,6.4,7.4,14.0,50.0,14.0,Tolerant,32.0,Routinely Available,Yes,,False
487,IMPA,,Impatiens pallida,,,Rapid,,8.2,No,None,Yes,Yes,110.0,Medium,6.8,7.4,28.0,50.0,14.0,Tolerant,32.0,Routinely Available,Yes,,False
488,IPPE,,Ipomoea pes-caprae,,Medium,Moderate,,1.0,Yes,None,Yes,Yes,365.0,Medium,6.0,7.5,30.0,80.0,24.0,Intermediate,17.0,Routinely Available,Yes,,False
489,IPAGA3,,Ipomopsis aggregata ssp. aggregata,,High,Rapid,,3.0,No,None,Yes,Yes,140.0,Low,7.0,8.5,10.0,15.0,6.0,Intolerant,-18.0,Routinely Available,Yes,Low,False
490,IRFU,,Iris fulva,,Medium,Moderate,,3.3,No,None,No,Yes,180.0,High,5.0,8.5,40.0,65.0,16.0,Tolerant,-24.0,Routinely Available,Yes,Medium,False
491,IRMI,,Iris missouriensis,"STATE, WSWS",High,Rapid,,1.0,No,None,Yes,Yes,115.0,High,7.0,8.5,24.0,35.0,6.0,Intermediate,-28.0,Routinely Available,Yes,Low,False
492,IRVI,,Iris virginica,,,Moderate,,3.3,No,None,No,Yes,200.0,High,4.8,7.3,45.0,65.0,6.0,Tolerant,12.0,Routinely Available,Yes,Low,False
493,ITVI,,Itea virginica,,Medium,Slow,10.0,10.0,No,None,No,Yes,180.0,High,4.0,7.5,30.0,60.0,14.0,Tolerant,-24.0,Routinely Available,Yes,High,True
494,IVFR,,Iva frutescens,,High,Moderate,9.0,9.0,No,None,Yes,Yes,200.0,High,5.0,5.7,35.0,65.0,16.0,Intolerant,2.0,Routinely Available,Yes,Low,False
495,JAOVS,,Jacquemontia ovalifolia ssp. sandwicensis,,Medium,Moderate,,0.5,Yes,None,Yes,Yes,365.0,Medium,6.0,7.5,25.0,35.0,24.0,Intermediate,50.0,Routinely Available,Yes,,False
496,JUCI,,Juglans cinerea,,High,Rapid,20.0,80.0,No,None,Yes,Yes,105.0,Medium,6.0,7.0,25.0,80.0,40.0,Intolerant,-33.0,Routinely Available,Yes,Low,False
497,JUMI,,Juglans microcarpa,,High,Slow,20.0,20.0,No,None,Yes,Yes,180.0,Medium,5.5,6.9,17.0,32.0,24.0,Intolerant,-3.0,Routinely Available,Yes,,True
498,JUNI,,Juglans nigra,,High,Rapid,35.0,100.0,No,None,No,Yes,170.0,High,4.6,8.2,30.0,60.0,40.0,Intolerant,-28.0,Routinely Available,Yes,Low,False
499,JURE80,,Juglans regia,,,Rapid,25.0,60.0,No,None,No,Yes,190.0,High,6.0,7.5,28.0,45.0,40.0,Intolerant,-8.0,Routinely Available,Yes,Low,True
500,JUAC,,Juncus acuminatus,,High,Moderate,,3.0,No,None,Yes,Yes,80.0,High,4.4,7.2,16.0,55.0,12.0,Intermediate,-33.0,Routinely Available,Yes,Low,False
501,JUARL,,Juncus arcticus ssp. littoralis,,,,,,,,,,,,,,,,,,,,,,False
502,JUARL,JUBA,Juncus balticus,,Medium,Rapid,,4.0,No,None,No,Yes,90.0,High,6.0,9.0,,,20.0,Intermediate,-43.0,Routinely Available,Yes,Medium,False
503,JUAR4,,Juncus articulatus,,Medium,Moderate,,2.0,No,None,Yes,Yes,95.0,High,4.8,7.5,18.0,40.0,8.0,Intermediate,-28.0,Routinely Available,Yes,Low,False
504,JUBR,,Juncus brachycarpus,,Medium,Moderate,,3.0,No,None,Yes,Yes,140.0,Medium,4.5,6.7,35.0,55.0,8.0,Intermediate,-23.0,Routinely Available,Yes,Low,False
505,JUBU,,Juncus bufonius,WSWS,Medium,Rapid,,1.0,No,None,Yes,Yes,60.0,Medium,4.6,7.6,10.0,55.0,6.0,Intolerant,47.0,Routinely Available,No,Low,False
506,JUCA3,,Juncus canadensis,,Medium,Rapid,,3.2,No,None,Yes,Yes,80.0,Medium,4.5,5.9,28.0,60.0,12.0,Intermediate,-33.0,Routinely Available,Yes,Low,False
507,JUCO2,,Juncus confusus,,Medium,Moderate,,1.5,No,None,Yes,Yes,85.0,High,6.0,8.0,10.0,30.0,10.0,Intermediate,-38.0,Routinely Available,Yes,Low,False
508,JUDI,,Juncus dichotomus,,High,Moderate,,2.9,No,None,Yes,Yes,200.0,Medium,4.5,6.5,13.0,60.0,8.0,Intermediate,12.0,Routinely Available,Yes,Low,False
509,JUDR,,Juncus drummondii,,High,Slow,,1.5,No,None,Yes,Yes,70.0,Medium,5.4,7.0,32.0,55.0,14.0,Intermediate,-38.0,Routinely Available,Yes,Low,False
510,JUEF,,Juncus effusus,HEAR,Medium,Moderate,,6.6,No,None,Yes,Yes,120.0,Medium,5.5,8.8,18.0,60.0,24.0,Intolerant,-38.0,Routinely Available,Yes,High,True
511,JUEN,,Juncus ensifolius,,Medium,Moderate,,2.0,No,None,Yes,Yes,80.0,High,6.0,8.0,8.0,40.0,11.0,Intermediate,-38.0,Routinely Available,Yes,Low,False
512,JUIN2,,Juncus interior,,Medium,Moderate,,3.0,No,None,Yes,Yes,90.0,Medium,5.7,7.0,20.0,55.0,10.0,Intermediate,-38.0,Routinely Available,Yes,Low,False
513,JULO,,Juncus longistylis,,Medium,Moderate,,1.8,No,None,Yes,Yes,80.0,High,6.0,8.0,8.0,40.0,10.0,Intermediate,-38.0,Routinely Available,Yes,Low,False
514,JUMA4,,Juncus marginatus,,Medium,Moderate,,2.0,No,None,Yes,Yes,90.0,Medium,5.5,6.8,32.0,55.0,8.0,Intermediate,-23.0,Routinely Available,Yes,Low,False
515,JUME3,,Juncus mertensianus,,Medium,Moderate,,0.9,No,None,Yes,Yes,100.0,High,6.0,8.0,10.0,30.0,8.0,Intermediate,-33.0,Routinely Available,Yes,Medium,False
516,JUME4,,Juncus mexicanus,,Medium,Moderate,,0.8,No,None,No,Yes,145.0,Medium,6.2,8.2,8.0,20.0,8.0,Intolerant,-18.0,Routinely Available,Yes,Medium,False
517,JUNE,,Juncus nevadensis,,Medium,Moderate,,2.0,No,None,Yes,Yes,100.0,High,6.0,7.8,10.0,30.0,12.0,Intermediate,-33.0,Routinely Available,Yes,Low,False
518,JUNO2,,Juncus nodosus,,High,Moderate,,2.0,No,None,Yes,Yes,150.0,Medium,4.0,7.5,35.0,50.0,18.0,Intolerant,-28.0,Routinely Available,Yes,,False
519,JURO,,Juncus roemerianus,,,Moderate,,4.9,No,None,No,Yes,200.0,High,4.0,7.0,40.0,60.0,14.0,Intolerant,17.0,Routinely Available,Yes,,False
520,JUSC,,Juncus scirpoides,,Medium,Moderate,,3.0,No,None,Yes,Yes,145.0,High,5.6,6.8,36.0,55.0,10.0,Tolerant,-3.0,Routinely Available,Yes,Low,False
521,JUTE,,Juncus tenuis,N'EAST,Medium,Slow,,1.5,No,None,Yes,Yes,85.0,Medium,4.5,7.0,10.0,55.0,6.0,Intermediate,-38.0,Routinely Available,No,Low,False
522,JUTO,,Juncus torreyi,,Medium,Moderate,,3.1,No,None,Yes,Yes,85.0,Medium,4.5,6.5,14.0,50.0,10.0,Intolerant,-38.0,Routinely Available,Yes,Low,False
523,JUTR4,,Juncus triglumis,,Medium,Moderate,,0.8,No,None,No,Yes,135.0,High,6.0,7.5,12.0,30.0,8.0,Intolerant,-23.0,Routinely Available,Yes,Medium,False
524,JUCH4,,Juniperus chinensis,,High,Rapid,12.0,60.0,No,None,Yes,Yes,110.0,Medium,4.5,7.5,30.0,60.0,14.0,Intolerant,-33.0,Routinely Available,No,Low,False
525,JUCO6,,Juniperus communis,,High,Slow,5.0,10.0,Yes,None,Yes,Yes,90.0,Low,5.5,8.0,20.0,60.0,14.0,Intolerant,-43.0,Routinely Available,Yes,Low,True
526,JUCO12,,Juniperus conferta,,High,Moderate,2.0,2.0,Yes,None,Yes,Yes,130.0,Medium,5.0,7.8,30.0,60.0,14.0,Intolerant,-13.0,Routinely Available,No,Low,False
527,JUHO2,,Juniperus horizontalis,,High,Moderate,1.0,4.0,Yes,None,No,Yes,100.0,High,5.5,7.8,30.0,60.0,12.0,Intolerant,-43.0,Routinely Available,No,Low,False
528,JUOC,,Juniperus occidentalis,,High,Slow,25.0,33.0,Yes,None,Yes,Yes,150.0,Low,6.0,8.5,8.0,24.0,12.0,Intolerant,-33.0,Routinely Available,Yes,Low,True
529,JUOS,,Juniperus osteosperma,,High,Slow,25.0,26.0,Yes,None,Yes,Yes,140.0,Low,6.5,8.2,12.0,20.0,20.0,Intolerant,-28.0,Routinely Available,Yes,Low,True
530,JUSC2,,Juniperus scopulorum,,High,Slow,25.0,50.0,Yes,None,Yes,Yes,120.0,Low,5.0,8.5,9.0,26.0,20.0,Intolerant,-38.0,Routinely Available,Yes,Low,False
531,JUVI,,Juniperus virginiana,NE&GP,High,Slow,25.0,50.0,No,None,Yes,Yes,140.0,Low,4.7,8.0,15.0,68.0,20.0,Intermediate,-43.0,Routinely Available,Yes,Low,True
532,JUVIS,,Juniperus virginiana var. silicicola,,High,Slow,30.0,65.0,Yes,None,Yes,Yes,240.0,Medium,6.0,7.0,29.0,63.0,18.0,Intolerant,-8.0,Routinely Available,Yes,Medium,False
533,JUAM,,Justicia americana,,Medium,Rapid,,2.5,No,None,Yes,Yes,140.0,Medium,5.4,7.6,35.0,60.0,10.0,Tolerant,-28.0,Routinely Available,No,Medium,False
534,KALA,,Kalmia latifolia,,High,Slow,5.0,6.0,Yes,None,Yes,Yes,150.0,Low,4.5,5.5,32.0,60.0,24.0,Tolerant,-23.0,Routinely Available,Yes,Low,True
535,KOMA,,Koeleria macrantha,,Medium,Rapid,,1.5,No,None,Yes,Yes,150.0,High,6.0,8.0,14.0,20.0,20.0,Tolerant,-38.0,Routinely Available,Yes,Medium,False
536,KOPA,,Koelreuteria paniculata,,High,Slow,30.0,45.0,No,None,Yes,Yes,110.0,Medium,4.5,8.0,26.0,50.0,16.0,Intolerant,-28.0,Routinely Available,Yes,,True
537,KRLA2,,Krascheninnikovia lanata,,Low,Rapid,1.0,2.0,Yes,None,Yes,Yes,90.0,Low,6.6,8.5,6.0,20.0,12.0,Intolerant,-52.0,Routinely Available,Yes,High,False
538,KUST,,Kummerowia stipulacea,SEEPPC,Low,Rapid,,1.5,No,Medium,Yes,Yes,160.0,Low,5.5,7.5,30.0,65.0,8.0,Intolerant,6.0,Routinely Available,Yes,Low,False
539,KUST2,,Kummerowia striata,SEEPPC,Low,Rapid,,1.3,No,Medium,Yes,Yes,160.0,Low,4.9,7.3,30.0,65.0,8.0,Intolerant,8.0,Routinely Available,Yes,Low,False
540,LAPU6,,Lablab purpureus,,Medium,Rapid,,4.0,Yes,Medium,Yes,Yes,300.0,Medium,4.5,7.8,24.0,98.0,12.0,Intermediate,31.0,Routinely Available,Yes,High,False
541,LACA5,,Lachnanthes caroliana,,Medium,Moderate,,3.0,No,None,Yes,Yes,200.0,Medium,4.0,7.4,30.0,55.0,12.0,Intolerant,13.0,Routinely Available,Yes,Low,False
542,LAIN,,Lagerstroemia indica,,Medium,Moderate,25.0,25.0,No,None,Yes,Yes,165.0,Low,5.0,7.5,32.0,50.0,32.0,Intolerant,-3.0,Routinely Available,No,Low,True
543,LADE2,,Larix decidua,,High,Moderate,20.0,99.0,No,None,Yes,Yes,90.0,Medium,6.0,7.0,30.0,80.0,40.0,Intolerant,-38.0,Routinely Available,Yes,Low,True
544,LAKA2,,Larix kaempferi,,High,Rapid,20.0,98.0,No,None,Yes,Yes,180.0,Medium,6.0,7.5,25.0,80.0,20.0,Intolerant,-38.0,Routinely Available,Yes,Low,True
545,LALA,,Larix laricina,,High,Rapid,20.0,80.0,No,None,Yes,Yes,73.0,Medium,5.5,6.5,7.0,55.0,12.0,Intolerant,-79.0,Routinely Available,Yes,Low,True
546,LEGL,,Ledum glandulosum,,High,Slow,4.0,4.5,Yes,None,No,Yes,120.0,Medium,4.6,7.0,14.0,50.0,18.0,Tolerant,-28.0,Routinely Available,Yes,,False
547,LEGR,,Ledum groenlandicum,,,Slow,2.0,3.0,No,None,No,Yes,95.0,Medium,5.0,7.0,12.0,50.0,18.0,Intermediate,-33.0,Routinely Available,Yes,Low,False
548,LEOR,,Leersia oryzoides,,,Moderate,,4.9,No,None,Yes,Yes,110.0,High,5.1,8.8,12.0,50.0,14.0,Intolerant,-33.0,Routinely Available,No,,False
549,LEVI2,,Leersia virginica,,,Moderate,,3.9,No,None,Yes,Yes,120.0,Medium,4.5,8.5,15.0,65.0,4.0,Tolerant,-43.0,Routinely Available,No,High,False
550,LEMI3,,Lemna minor,,,Rapid,,,No,None,No,No,100.0,High,4.1,8.8,,,0.0,Intolerant,-38.0,Routinely Available,Yes,,False
551,LETR,,Lemna trisulca,,Low,Rapid,,0.3,No,None,No,No,145.0,High,5.7,7.0,,,0.0,Intolerant,-38.0,Routinely Available,No,,False
552,LEDU,,Leptochloa dubia,,Medium,Rapid,,3.0,No,None,Yes,Yes,210.0,Medium,6.0,8.0,12.0,24.0,14.0,Intolerant,-13.0,Routinely Available,Yes,Medium,False
553,LELE10,,Leucaena leucocephala,"FLEPPC, HEAR",High,Rapid,15.0,20.0,Yes,High,Yes,Yes,365.0,Low,5.0,8.7,15.0,80.0,4.0,Intolerant,25.0,Routinely Available,Yes,High,True
554,LEAX,,Leucothoe axillaris,,Medium,Slow,6.0,6.5,Yes,None,Yes,Yes,200.0,Low,3.5,7.0,40.0,55.0,15.0,Tolerant,2.0,Routinely Available,Yes,Medium,True
555,LEAN3,,Leymus angustus,,Low,Rapid,,3.0,No,None,Yes,Yes,90.0,High,5.9,9.0,12.0,18.0,16.0,Intolerant,-43.0,Routinely Available,Yes,High,False
